--技能的相关文字,这里命名规范一下
--S1L1name其中s1表示是技能1,L1表示是等级1,Name表示是名字,Desc表示说明,其他...
Skill=
{
s0Name="Thử nghiệm",	s0Desc="Thử nghiệm",
s56L7Desc="Hiệu quả: <(c0xFF66ccff)Gây 12803 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s56L8Desc="Hiệu quả: <(c0xFF66ccff)Gây 13344 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s56L9Desc="Hiệu quả: <(c0xFF66ccff)Gây 13885 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s56L10Desc="Hiệu quả: <(c0xFF66ccff)Gây 14426 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s56L11Desc="Hiệu quả: <(c0xFF66ccff)Gây 14967 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s56L12Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 15508 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L13Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 16048 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L14Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 16589 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L15Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 17130 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L16Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 17671 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L17Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 18212 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L18Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 18753 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L19Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 19294 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L20Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 19835 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L21Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 20376 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L22Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 20917 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L23Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 21458 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L24Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 21999 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L25Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 22540 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L26Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 23081 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L27Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 23622 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L28Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 24163 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L29Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 24704 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L30Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 25245 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L31Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 25786 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L32Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 26327 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L33Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 26868 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L34Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 27409 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L35Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 27950 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L36Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 28491 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L37Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 29032 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L38Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 29572 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L39Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 30113 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L40Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 30654 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L41Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 31195 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L42Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 31736 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L43Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 32277 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L44Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 32818 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L45Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 33359 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L46Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 33900 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L47Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 34441 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L48Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 34982 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L49Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 35523 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s56L50Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 36064 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",


s57L1Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 9557 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L2Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 10098 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L3Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 10639 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L4Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 11180 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L5Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 11721 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L6Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 12262 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L7Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 12803 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L8Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 13344 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L9Desc="Hiệu ứng kỹ năng: <(c0xFF66ccff)>Gây 13885 sát thương cho quái trong phạm vi 22×22>\\Thuộc tính tăng: <(c0xFFff33cc)>Trong 1 phút, Phòng Thủ Vật Lý và Ma Pháp +5>\\Yêu cầu nâng cấp: <(c0xFFcccccc)>Hoàn thành tu luyện mỗi bậc 10 để lên bậc kế tiếp, tổng 5 bậc>",
s57L10Desc="Hiệu quả: <(c0xFF66ccff)Gây 14426 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L11Desc="Hiệu quả: <(c0xFF66ccff)Gây 14967 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L12Desc="Hiệu quả: <(c0xFF66ccff)Gây 15508 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L13Desc="Hiệu quả: <(c0xFF66ccff)Gây 16048 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L14Desc="Hiệu quả: <(c0xFF66ccff)Gây 16589 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L15Desc="Hiệu quả: <(c0xFF66ccff)Gây 17130 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L16Desc="Hiệu quả: <(c0xFF66ccff)Gây 17671 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L17Desc="Hiệu quả: <(c0xFF66ccff)Gây 18212 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L18Desc="Hiệu quả: <(c0xFF66ccff)Gây 18753 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L19Desc="Hiệu quả: <(c0xFF66ccff)Gây 19294 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L20Desc="Hiệu quả: <(c0xFF66ccff)Gây 19835 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L21Desc="Hiệu quả: <(c0xFF66ccff)Gây 20376 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L22Desc="Hiệu quả: <(c0xFF66ccff)Gây 20917 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L23Desc="Hiệu quả: <(c0xFF66ccff)Gây 21458 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L24Desc="Hiệu quả: <(c0xFF66ccff)Gây 21999 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L25Desc="Hiệu quả: <(c0xFF66ccff)Gây 22540 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
s57L26Desc="Hiệu quả: <(c0xFF66ccff)Gây 23081 điểm sát thương cho quái vật trong phạm vi 22*22>\\Thuộc tính tăng: <(c0xFFff33cc)Phòng ngự vật lý, ma pháp +5 trong 1 phút>\\Yêu cầu nâng cấp: <(c0xFFcccccc)Mỗi cấp tu luyện xong 10 giai sẽ thăng cấp tiếp theo, tổng cộng 5 cấp>",
